genealogia,seed_base,rule_id,brazo,clase,es_clase_III,es_clase_III_o_IV,pendiente,z_agg,holon_ratio,diam_b1,giant_b1,grado_medio_b1,n_aristas_b1,diams_por_escala,K,J,noise,meandeg,kcap,seed,seg
H15_3389417,3389417,A2-B0-C2-r12,C2-hibrido,III,1,1,1.278516,1.8082,2.4652,17.0,0.7345,2.303,2303,17|12|8|6|5,5,0.398,0.245,7.85,4,3390582,2.55
H15_3389417,3389417,A2-B0-C2-r13,C2-hard,I,0,0,0.68395,0.9521,4.8031,13.0,0.982,3.419,3419,13|10|7|5|4,8,0.772,0.177,4.96,5,3390679,3.25
H15_3389417,3389417,A2-B0-C2-r13,C2-hibrido,I,0,0,0.594274,1.0556,2.9937,11.0,0.996,4.813,4813,11|7|5|4|4,8,0.772,0.177,4.96,5,3390679,3.22
H15_3389417,3389417,A2-B0-C2-r14,C2-hard,III,1,1,0.716116,0.4398,3.0552,12.0,0.938,3.263,3263,12|9|6|5|4,5,0.535,0.154,6.98,5,3390776,3.03
H15_3389417,3389417,A2-B0-C2-r14,C2-hibrido,III,1,1,0.891448,0.9899,3.0031,13.0,0.9065,3.611,3611,13|10|6|5|4,5,0.535,0.154,6.98,5,3390776,3.4
H15_3389417,3389417,A2-B0-C2-r15,C2-hard,III,1,1,0.717115,0.8329,2.4066,13.0,0.9295,3.135,3135,13|10|7|5|5,7,0.671,0.156,7.36,5,3390873,3.08
H15_3389417,3389417,A2-B0-C2-r15,C2-hibrido,III,1,1,1.036601,0.1569,2.9006,14.0,0.8775,3.364,3364,14|11|6|5|4,7,0.671,0.156,7.36,5,3390873,2.99
H15_3389417,3389417,A2-B0-C2-r16,C2-hard,I,0,0,0.61619,0.2121,1.7127,14.0,0.959,3.351,3351,14|8|7|5|5,6,0.702,0.141,6.14,5,3390970,3.12
H15_3389417,3389417,A2-B0-C2-r16,C2-hibrido,I,0,0,0.648075,0.5657,2.2,11.0,0.9565,4.077,4077,11|8|6|5|4,6,0.702,0.141,6.14,5,3390970,3.55
H15_3389417,3389417,A2-B0-C2-r17,C2-hard,II,0,0,0.374508,0.495,1.3665,8.0,0.987,4.752,4752,8|7|5|5|4,6,0.355,0.342,7.54,7,3391067,3.85
H15_3389417,3389417,A2-B0-C2-r17,C2-hibrido,I,0,0,0.331755,0.2828,1.4204,8.0,0.995,5.725,5725,8|6|5|5|4,6,0.355,0.342,7.54,7,3391067,3.72
H15_3389417,3389417,A2-B0-C2-r18,C2-hard,III,1,1,0.70002,0.8106,1.67,13.0,0.972,3.281,3281,13|10|7|5|4,6,0.558,0.322,4.46,5,3391164,3.1
H15_3389417,3389417,A2-B0-C2-r18,C2-hibrido,I,0,0,0.510151,0.7071,1.1296,10.0,0.983,4.241,4241,10|7|6|5|4,6,0.558,0.322,4.46,5,3391164,2.87
H15_3389417,3389417,A2-B0-C2-r19,C2-hard,III,1,1,0.743528,1.0935,2.9119,15.0,0.9405,3.286,3286,15|10|6|5|5,4,0.525,0.169,6.55,5,3391261,2.99
H15_3389417,3389417,A2-B0-C2-r19,C2-hibrido,I,0,0,0.673316,0.4243,3.1432,11.0,0.9345,3.907,3907,11|8|6|5|4,4,0.525,0.169,6.55,5,3391261,3.05
H01_218903,218903,A2-B0-C2-r0,C2-hard,III,1,1,0.988168,0.9783,3.0867,18.0,0.856,2.416,2416,18|13|10|6|5,4,0.763,0.164,6.54,4,218904,1.67
H01_218903,218903,A2-B0-C2-r0,C2-hibrido,III,1,1,1.400765,0.9495,3.1255,18.0,0.7995,2.574,2574,18|11|9|5|4,4,0.763,0.164,6.54,4,218904,1.84
H01_218903,218903,A2-B0-C2-r1,C2-hard,III,1,1,0.70323,0.6313,2.8461,14.0,0.969,3.346,3346,14|8|7|5|4,8,0.799,0.273,4.56,5,219001,2.16
H01_218903,218903,A2-B0-C2-r1,C2-hibrido,I,0,0,0.545999,0.4243,1.2634,11.0,0.9875,4.438,4438,11|7|5|5|4,8,0.799,0.273,4.56,5,219001,2.52
H01_218903,218903,A2-B0-C2-r2,C2-hard,I,0,0,0.569822,0.1414,2.7176,11.0,0.974,4.029,4029,11|8|6|5|4,7,0.611,0.104,7.46,6,219098,2.49
H01_218903,218903,A2-B0-C2-r2,C2-hibrido,I,0,0,0.554823,0.8485,2.6359,10.0,0.9585,4.672,4672,10|7|6|5|4,7,0.611,0.104,7.46,6,219098,2.47
H01_218903,218903,A2-B0-C2-r3,C2-hard,III,1,1,0.848063,2.4042,1.2859,15.0,0.94,3.148,3148,15|12|8|6|4,8,0.319,0.322,6.62,5,219195,2.06
H01_218903,218903,A2-B0-C2-r3,C2-hibrido,III,1,1,0.824454,0.2483,1.3519,13.0,0.931,3.733,3733,13|9|6|5|4,8,0.319,0.322,6.62,5,219195,2.19
H01_218903,218903,A2-B0-C2-r4,C2-hard,III,1,1,1.36137,0.5714,1.3095,21.0,0.7625,2.078,2078,21|14|10|6|5,7,0.446,0.297,7.77,4,219292,2.1
H01_218903,218903,A2-B0-C2-r4,C2-hibrido,III,1,1,1.219359,1.0839,1.9804,15.0,0.73,2.27,2270,15|11|9|7|4,7,0.446,0.297,7.77,4,219292,1.82
H01_218903,218903,A2-B0-C2-r5,C2-hard,III,1,1,0.890849,0.8106,2.7287,14.0,0.9205,3.109,3109,14|11|7|5|4,5,0.414,0.14,7.75,5,219389,2.23
H01_218903,218903,A2-B0-C2-r5,C2-hibrido,III,1,1,0.921451,0.5657,3.0103,13.0,0.8595,3.285,3285,13|9|7|5|4,5,0.414,0.14,7.75,5,219389,2.21
H01_218903,218903,A2-B0-C2-r6,C2-hard,III,1,1,1.096887,0.7071,4.5953,19.0,0.8005,2.217,2217,19|12|10|7|5,4,0.351,0.115,7.34,4,219486,1.97
H01_218903,218903,A2-B0-C2-r6,C2-hibrido,III,1,1,1.349401,2.6163,3.886,15.0,0.733,2.292,2292,15|9|7|5|4,4,0.351,0.115,7.34,4,219486,1.74
H01_218903,218903,A2-B0-C2-r7,C2-hard,I,0,0,0.592819,0.1414,2.4743,11.0,0.9775,3.644,3644,11|8|6|5|4,4,0.667,0.322,4.09,6,219583,2.28
H01_218903,218903,A2-B0-C2-r7,C2-hibrido,I,0,0,0.600986,0.5657,1.6536,10.0,0.9795,4.045,4045,10|7|5|4|4,4,0.667,0.322,4.09,6,219583,2.68
H01_218903,218903,A2-B0-C2-r8,C2-hard,III,1,1,0.801715,0.2121,1.5782,14.0,0.943,3.302,3302,14|9|7|5|4,4,0.59,0.32,6.58,5,219680,2.38
H01_218903,218903,A2-B0-C2-r8,C2-hibrido,III,1,1,0.840413,0.657,1.3501,14.0,0.937,3.893,3893,14|9|7|5|4,4,0.59,0.32,6.58,5,219680,2.47
H01_218903,218903,A2-B0-C2-r9,C2-hard,III,1,1,0.816314,1.0935,2.1881,15.0,0.9645,3.361,3361,15|10|7|5|4,6,0.641,0.136,6.12,5,219777,2.24
H01_218903,218903,A2-B0-C2-r9,C2-hibrido,I,0,0,0.620742,0.7071,3.281,11.0,0.9565,4.029,4029,11|7|6|5|4,6,0.641,0.136,6.12,5,219777,2.41
H01_218903,218903,A2-B0-C2-r10,C2-hard,I,0,0,0.65829,1.4142,1.7954,12.0,0.9825,3.897,3897,12|10|6|5|4,5,0.368,0.161,4.98,6,219874,2.41
H01_218903,218903,A2-B0-C2-r10,C2-hibrido,II,0,0,0.356687,1.0607,2.5095,8.0,0.9885,4.757,4757,8|6|5|5|4,5,0.368,0.161,4.98,6,219874,2.52
H01_218903,218903,A2-B0-C2-r11,C2-hard,IV,0,1,0.807826,1.0623,5.5149,14.0,0.9495,3.3,3300,14|11|7|5|4,5,0.688,0.153,6.82,5,219971,2.53
H01_218903,218903,A2-B0-C2-r11,C2-hibrido,III,1,1,0.812132,0.2449,3.8445,12.0,0.917,3.698,3698,12|9|6|5|4,5,0.688,0.153,6.82,5,219971,2.48
H01_218903,218903,A2-B0-C2-r12,C2-hard,I,0,0,0.626619,0.495,2.2181,12.0,0.975,4.022,4022,12|8|6|5|4,4,0.525,0.341,7.5,6,220068,2.7
H01_218903,218903,A2-B0-C2-r12,C2-hibrido,I,0,0,0.564567,0.1414,2.2001,10.0,0.9545,4.686,4686,10|7|5|5|4,4,0.525,0.341,7.5,6,220068,2.76
H01_218903,218903,A2-B0-C2-r13,C2-hard,I,0,0,0.699107,0.5278,1.4618,14.0,0.9655,3.11,3110,14|11|7|5|5,7,0.352,0.25,4.32,5,220165,2.09
H01_218903,218903,A2-B0-C2-r13,C2-hibrido,I,0,0,0.628413,0.2828,0.4926,12.0,0.9745,4.03,4030,12|7|6|5|4,7,0.352,0.25,4.32,5,220165,3.15
H01_218903,218903,A2-B0-C2-r14,C2-hard,III,1,1,0.71162,0.2673,1.6697,13.0,0.9725,3.997,3997,13|10|6|5|4,5,0.412,0.284,7.42,6,220262,2.97
H01_218903,218903,A2-B0-C2-r14,C2-hibrido,I,0,0,0.583122,0.495,1.9441,10.0,0.956,4.593,4593,10|8|6|5|4,5,0.412,0.284,7.42,6,220262,2.82
H01_218903,218903,A2-B0-C2-r15,C2-hard,III,1,1,0.737338,0.9832,1.8477,14.0,0.971,4.048,4048,14|9|6|5|4,6,0.768,0.224,7.87,6,220359,2.43
H01_218903,218903,A2-B0-C2-r15,C2-hibrido,I,0,0,0.662824,0.7778,2.7036,10.0,0.9415,4.552,4552,10|8|6|4|4,6,0.768,0.224,7.87,6,220359,2.69
H01_218903,218903,A2-B0-C2-r16,C2-hard,I,0,0,0.642963,1.2728,2.5447,13.0,0.9815,3.875,3875,13|7|6|5|4,5,0.643,0.159,4.12,7,220456,2.92
H01_218903,218903,A2-B0-C2-r16,C2-hibrido,III,1,1,0.708518,1.4142,3.1548,13.0,0.985,4.067,4067,13|9|6|5|4,5,0.643,0.159,4.12,7,220456,2.6
H01_218903,218903,A2-B0-C2-r17,C2-hard,I,0,0,0.692733,0.1414,2.0886,13.0,0.9795,3.591,3591,13|9|6|5|4,7,0.33,0.211,4.31,6,220553,2.45
H01_218903,218903,A2-B0-C2-r17,C2-hibrido,I,0,0,0.519018,0.8106,1.4423,10.0,0.977,4.098,4098,10|7|6|5|4,7,0.33,0.211,4.31,6,220553,3.12
H01_218903,218903,A2-B0-C2-r18,C2-hard,I,0,0,0.586614,0.1242,2.1737,11.0,0.9855,3.996,3996,11|8|6|5|4,6,0.655,0.226,4.36,7,220650,3.24
H01_218903,218903,A2-B0-C2-r18,C2-hibrido,I,0,0,0.570765,0.4777,2.4945,11.0,0.9865,4.233,4233,11|7|5|5|4,6,0.655,0.226,4.36,7,220650,2.64
H01_218903,218903,A2-B0-C2-r19,C2-hard,I,0,0,0.473188,1.0813,1.288,10.0,0.989,3.944,3944,10|7|6|5|4,6,0.489,0.276,4.95,6,220747,2.61
H01_218903,218903,A2-B0-C2-r19,C2-hibrido,II,0,0,0.435676,0.8813,1.7403,9.0,0.992,4.716,4716,9|7|5|5|4,6,0.489,0.276,4.95,6,220747,2.5
H06_1128409,1128409,A2-B0-C2-r0,C2-hard,III,1,1,0.865263,1.628,1.248,17.0,0.959,3.26,3260,17|11|8|5|4,7,0.441,0.31,5.65,5,1128410,2.57
H06_1128409,1128409,A2-B0-C2-r0,C2-hibrido,I,0,0,0.611089,0.2514,1.1379,11.0,0.9765,4.146,4146,11|8|5|5|4,7,0.441,0.31,5.65,5,1128410,2.35
H06_1128409,1128409,A2-B0-C2-r1,C2-hard,II,0,0,0.43248,0.3536,2.1044,9.0,0.9915,4.599,4599,9|7|5|5|4,7,0.758,0.266,5.51,7,1128507,2.46
H06_1128409,1128409,A2-B0-C2-r1,C2-hibrido,II,0,0,0.385627,0.7071,1.3245,8.0,0.9935,5.368,5368,8|6|5|4|4,7,0.758,0.266,5.51,7,1128507,2.68
H06_1128409,1128409,A2-B0-C2-r2,C2-hard,III,1,1,0.761936,1.0177,2.2285,15.0,0.976,3.41,3410,15|10|7|5|4,5,0.512,0.289,5.61,5,1128604,2.42
H06_1128409,1128409,A2-B0-C2-r2,C2-hibrido,I,0,0,0.500554,0.0535,2.0041,10.0,0.985,4.262,4262,10|7|6|5|4,5,0.512,0.289,5.61,5,1128604,2.5
H06_1128409,1128409,A2-B0-C2-r3,C2-hard,III,1,1,0.719103,0.6726,2.8313,14.0,0.973,3.415,3415,14|9|7|5|4,4,0.756,0.202,4.79,5,1128701,2.19
H06_1128409,1128409,A2-B0-C2-r3,C2-hibrido,I,0,0,0.511974,0.5657,3.2257,9.0,0.989,4.698,4698,9|7|5|4|4,4,0.756,0.202,4.79,5,1128701,2.26
H06_1128409,1128409,A2-B0-C2-r4,C2-hard,I,0,0,0.661421,0.8485,1.4787,13.0,0.9915,3.89,3890,13|9|6|5|4,7,0.362,0.246,5.02,6,1128798,2.16
H06_1128409,1128409,A2-B0-C2-r4,C2-hibrido,II,0,0,0.408956,0.8485,1.041,9.0,0.9945,4.74,4740,9|6|5|5|4,7,0.362,0.246,5.02,6,1128798,2.74
H06_1128409,1128409,A2-B0-C2-r5,C2-hard,I,0,0,0.473891,0.3536,1.5466,10.0,0.991,4.66,4660,10|7|5|5|4,5,0.313,0.201,5.91,7,1128895,2.56
H06_1128409,1128409,A2-B0-C2-r5,C2-hibrido,I,0,0,0.468504,0.3864,1.3161,10.0,0.994,5.612,5612,10|7|5|5|4,5,0.313,0.201,5.91,7,1128895,2.65
H06_1128409,1128409,A2-B0-C2-r6,C2-hard,III,1,1,0.868574,0.6882,2.6095,16.0,0.928,3.113,3113,16|10|7|6|4,8,0.4,0.206,7.15,5,1128992,2.56
H06_1128409,1128409,A2-B0-C2-r6,C2-hibrido,III,1,1,0.807927,0.7678,2.3626,11.0,0.881,3.4,3400,11|9|6|5|4,8,0.4,0.206,7.15,5,1128992,2.45
H06_1128409,1128409,A2-B0-C2-r7,C2-hard,III,1,1,0.957009,2.187,1.5349,18.0,0.9325,3.152,3152,18|11|7|6|4,4,0.497,0.332,7.07,5,1129089,2.54
H06_1128409,1128409,A2-B0-C2-r7,C2-hibrido,III,1,1,0.780002,0.9899,1.8176,12.0,0.892,3.593,3593,12|7|6|5|4,4,0.497,0.332,7.07,5,1129089,2.56
H06_1128409,1128409,A2-B0-C2-r8,C2-hard,III,1,1,0.897379,1.2626,1.8707,16.0,0.964,3.389,3389,16|10|6|4|4,4,0.49,0.246,5.44,5,1129186,2.52
H06_1128409,1128409,A2-B0-C2-r8,C2-hibrido,I,0,0,0.497953,0.2828,2.3798,9.0,0.989,4.693,4693,9|7|5|4|4,4,0.49,0.246,5.44,5,1129186,3.01
H06_1128409,1128409,A2-B0-C2-r9,C2-hard,III,1,1,0.782998,0.7341,1.8373,16.0,0.963,3.123,3123,16|10|7|5|5,6,0.733,0.287,4.03,5,1129283,2.46
H06_1128409,1128409,A2-B0-C2-r9,C2-hibrido,I,0,0,0.628272,0.4243,2.3609,11.0,0.974,3.928,3928,11|8|6|5|4,6,0.733,0.287,4.03,5,1129283,2.54
H06_1128409,1128409,A2-B0-C2-r10,C2-hard,III,1,1,1.204748,0.7071,1.8674,20.0,0.81,2.243,2243,20|14|10|6|5,7,0.668,0.292,7.19,4,1129380,1.85
H06_1128409,1128409,A2-B0-C2-r10,C2-hibrido,III,1,1,1.561843,1.3919,1.9699,19.0,0.761,2.313,2313,19|14|9|5|4,7,0.668,0.292,7.19,4,1129380,2.21
H06_1128409,1128409,A2-B0-C2-r11,C2-hard,III,1,1,0.779671,0.8519,1.6771,15.0,0.9705,3.389,3389,15|10|7|5|4,5,0.698,0.277,4.92,5,1129477,2.73
H06_1128409,1128409,A2-B0-C2-r11,C2-hibrido,I,0,0,0.528605,0.5657,2.9827,11.0,0.9915,4.734,4734,11|7|5|5|4,5,0.698,0.277,4.92,5,1129477,3.02
H06_1128409,1128409,A2-B0-C2-r12,C2-hard,I,0,0,0.698469,0.4276,2.5611,13.0,0.9615,3.327,3327,13|9|7|5|4,5,0.425,0.271,5.32,5,1129574,2.92
H06_1128409,1128409,A2-B0-C2-r12,C2-hibrido,I,0,0,0.534355,0.7071,1.581,11.0,0.9905,4.791,4791,11|7|5|5|4,5,0.425,0.271,5.32,5,1129574,4.18
H06_1128409,1128409,A2-B0-C2-r13,C2-hard,III,1,1,1.158708,1.2079,2.8891,18.0,0.7975,2.21,2210,18|13|9|6|5,4,0.648,0.285,7.94,4,1129671,2.77
H06_1128409,1128409,A2-B0-C2-r13,C2-hibrido,III,1,1,1.289133,3.2527,2.0872,14.0,0.7565,2.414,2414,14|11|7|5|4,4,0.648,0.285,7.94,4,1129671,2.98
H06_1128409,1128409,A2-B0-C2-r14,C2-hard,I,0,0,0.476987,0.1414,1.6746,10.0,0.983,3.924,3924,10|7|6|5|4,6,0.332,0.288,5.23,6,1129768,3.65
H06_1128409,1128409,A2-B0-C2-r14,C2-hibrido,II,0,0,0.410666,0.8106,1.5758,9.0,0.988,4.859,4859,9|6|5|5|4,6,0.332,0.288,5.23,6,1129768,3.85
H06_1128409,1128409,A2-B0-C2-r15,C2-hard,III,1,1,0.94749,1.3662,2.3154,20.0,0.922,2.556,2556,20|15|10|6|5,7,0.726,0.324,4.76,4,1129865,2.74
H06_1128409,1128409,A2-B0-C2-r15,C2-hibrido,III,1,1,0.822675,0.5657,1.6453,14.0,0.959,3.383,3383,14|10|7|5|4,7,0.726,0.324,4.76,4,1129865,3.03
H06_1128409,1128409,A2-B0-C2-r16,C2-hard,III,1,1,0.943556,0.7399,2.8481,15.0,0.9205,3.084,3084,15|11|6|5|4,6,0.429,0.131,7.44,5,1129962,3.26
H06_1128409,1128409,A2-B0-C2-r16,C2-hibrido,III,1,1,0.743612,0.8627,2.5142,11.0,0.8655,3.298,3298,11|7|8|5|4,6,0.429,0.131,7.44,5,1129962,3.31
H06_1128409,1128409,A2-B0-C2-r17,C2-hard,I,0,0,0.590084,0.0707,3.1449,11.0,0.968,4.036,4036,11|8|6|5|4,5,0.403,0.152,7.72,6,1130059,3.67
H06_1128409,1128409,A2-B0-C2-r17,C2-hibrido,I,0,0,0.529327,0.2828,2.8796,9.0,0.948,4.597,4597,9|8|6|5|4,5,0.403,0.152,7.72,6,1130059,3.67
H06_1128409,1128409,A2-B0-C2-r18,C2-hard,I,0,0,0.576556,0.5278,1.8788,12.0,0.984,4.168,4168,12|7|6|5|4,8,0.598,0.322,6.75,6,1130156,4.03
H06_1128409,1128409,A2-B0-C2-r18,C2-hibrido,II,0,0,0.448504,0.9899,1.5727,9.0,0.986,5.027,5027,9|7|6|5|4,8,0.598,0.322,6.75,6,1130156,4.42
H06_1128409,1128409,A2-B0-C2-r19,C2-hard,I,0,0,0.514017,0.2828,2.8335,10.0,0.9865,4.929,4929,10|7|5|4|4,4,0.387,0.217,7.5,7,1130253,4.68
H06_1128409,1128409,A2-B0-C2-r19,C2-hibrido,II,0,0,0.379284,0.3864,2.0014,8.0,0.9945,6.317,6317,8|6|5|4|4,4,0.387,0.217,7.5,7,1130253,6.04
H11_2296589,2296589,A2-B0-C2-r0,C2-hard,I,0,0,0.543017,0.4243,2.0645,11.0,0.9815,4.009,4009,11|8|7|5|4,8,0.437,0.25,7.04,6,2296590,3.89
H11_2296589,2296589,A2-B0-C2-r0,C2-hibrido,I,0,0,0.596116,0.4243,2.0993,10.0,0.975,4.906,4906,10|7|5|4|4,8,0.437,0.25,7.04,6,2296590,4.32
H11_2296589,2296589,A2-B0-C2-r1,C2-hard,III,1,1,0.723532,0.4243,1.7302,14.0,0.968,3.32,3320,14|9|7|5|4,6,0.53,0.194,5.18,5,2296687,3.64
H11_2296589,2296589,A2-B0-C2-r1,C2-hibrido,II,0,0,0.432629,0.2828,3.2531,9.0,0.9925,4.766,4766,9|7|6|5|4,6,0.53,0.194,5.18,5,2296687,4.61
H11_2296589,2296589,A2-B0-C2-r2,C2-hard,IV,0,1,0.841729,1.4142,6.2998,15.0,0.9085,3.076,3076,15|11|7|5|5,4,0.568,0.106,7.64,5,2296784,3.63
H11_2296589,2296589,A2-B0-C2-r2,C2-hibrido,IV,0,1,0.86851,1.3763,5.0604,12.0,0.87,3.47,3470,12|8|6|5|4,4,0.568,0.106,7.64,5,2296784,3.64
H11_2296589,2296589,A2-B0-C2-r3,C2-hard,I,0,0,0.682524,1.1169,1.4084,16.0,0.9695,3.354,3354,16|9|8|5|5,4,0.382,0.184,5.99,5,2296881,3.74
H11_2296589,2296589,A2-B0-C2-r3,C2-hibrido,I,0,0,0.537326,0.1414,2.7212,10.0,0.973,4.239,4239,10|7|6|5|4,4,0.382,0.184,5.99,5,2296881,4.59
H11_2296589,2296589,A2-B0-C2-r4,C2-hard,I,0,0,0.56877,0.1414,1.7735,12.0,0.9775,3.961,3961,12|7|6|5|4,5,0.623,0.273,5.02,6,2296978,4.29
H11_2296589,2296589,A2-B0-C2-r4,C2-hibrido,I,0,0,0.453466,0.2828,2.2061,9.0,0.99,4.892,4892,9|7|5|5|4,5,0.623,0.273,5.02,6,2296978,4.42
H11_2296589,2296589,A2-B0-C2-r5,C2-hard,I,0,0,0.595693,0.1604,2.3055,11.0,0.964,3.952,3952,11|8|6|5|4,8,0.356,0.114,7.8,6,2297075,4.59
H11_2296589,2296589,A2-B0-C2-r5,C2-hibrido,I,0,0,0.575,0.4243,1.9342,10.0,0.9355,4.43,4430,10|7|6|5|4,8,0.356,0.114,7.8,6,2297075,4.2
H11_2296589,2296589,A2-B0-C2-r6,C2-hard,I,0,0,0.467114,0.4243,3.1016,10.0,0.987,4.191,4191,10|7|5|5|4,8,0.791,0.233,6.19,6,2297172,4.3
H11_2296589,2296589,A2-B0-C2-r6,C2-hibrido,II,0,0,0.390901,1.5556,3.0421,9.0,0.9965,5.935,5935,9|6|5|5|4,8,0.791,0.233,6.19,6,2297172,5.53
H11_2296589,2296589,A2-B0-C2-r7,C2-hard,I,0,0,0.583895,0.2449,1.4613,12.0,0.9875,4.079,4079,12|8|6|5|4,5,0.71,0.348,5.06,6,2297269,5.01
H11_2296589,2296589,A2-B0-C2-r7,C2-hibrido,I,0,0,0.478079,0.8485,1.9065,10.0,0.9905,4.971,4971,10|7|6|5|4,5,0.71,0.348,5.06,6,2297269,4.83
H11_2296589,2296589,A2-B0-C2-r8,C2-hard,III,1,1,0.703977,0.4648,2.5542,13.0,0.968,3.332,3332,13|9|6|5|4,6,0.451,0.162,4.94,5,2297366,3.83
H11_2296589,2296589,A2-B0-C2-r8,C2-hibrido,I,0,0,0.450426,0.5657,1.314,9.0,0.983,4.52,4520,9|7|6|5|4,6,0.451,0.162,4.94,5,2297366,3.87
H11_2296589,2296589,A2-B0-C2-r9,C2-hard,I,0,0,0.487762,0.5278,1.896,10.0,0.9865,4.056,4056,10|8|6|5|4,6,0.595,0.212,5.25,6,2297463,3.82
H11_2296589,2296589,A2-B0-C2-r9,C2-hibrido,I,0,0,0.481582,0.4243,1.9191,9.0,0.9895,5.043,5043,9|7|5|4|4,6,0.595,0.212,5.25,6,2297463,4.24
H11_2296589,2296589,A2-B0-C2-r10,C2-hard,I,0,0,0.485479,0.1414,4.7399,10.0,0.9825,4.186,4186,10|7|6|5|4,4,0.485,0.141,6.26,6,2297560,3.54
H11_2296589,2296589,A2-B0-C2-r10,C2-hibrido,II,0,0,0.380225,0.0,4.2243,8.0,0.998,5.98,5980,8|6|5|4|4,4,0.485,0.141,6.26,6,2297560,4.19
H11_2296589,2296589,A2-B0-C2-r11,C2-hard,I,0,0,0.637855,0.3864,1.6849,13.0,0.965,3.229,3229,13|9|7|6|4,7,0.415,0.129,4.29,5,2297657,2.85
H11_2296589,2296589,A2-B0-C2-r11,C2-hibrido,I,0,0,0.650672,0.8485,1.817,12.0,0.9795,4.086,4086,12|9|6|5|4,7,0.415,0.129,4.29,5,2297657,2.95
H11_2296589,2296589,A2-B0-C2-r12,C2-hard,I,0,0,0.689414,0.5312,1.9731,14.0,0.9655,3.195,3195,14|10|6|5|5,5,0.43,0.234,4.18,5,2297754,2.97
H11_2296589,2296589,A2-B0-C2-r12,C2-hibrido,III,1,1,0.723811,0.4243,3.0694,12.0,0.982,4.055,4055,12|9|6|4|4,5,0.43,0.234,4.18,5,2297754,3.37
H11_2296589,2296589,A2-B0-C2-r13,C2-hard,III,1,1,0.800587,0.7795,2.4939,15.0,0.9695,3.149,3149,15|10|7|5|4,6,0.56,0.318,4.03,5,2297851,3.32
H11_2296589,2296589,A2-B0-C2-r13,C2-hibrido,I,0,0,0.627986,0.2828,0.7191,11.0,0.982,3.892,3892,11|9|6|5|4,6,0.56,0.318,4.03,5,2297851,3.65
H11_2296589,2296589,A2-B0-C2-r14,C2-hard,I,0,0,0.500529,0.2121,5.7237,10.0,0.9975,4.83,4830,10|7|5|4|4,8,0.586,0.121,6.24,7,2297948,3.77
H11_2296589,2296589,A2-B0-C2-r14,C2-hibrido,II,0,0,0.386645,0.3536,4.4271,8.0,0.9975,6.013,6013,8|6|5|4|4,8,0.586,0.121,6.24,7,2297948,3.8
H11_2296589,2296589,A2-B0-C2-r15,C2-hard,I,0,0,0.640541,0.4398,1.6519,12.0,0.973,3.924,3924,12|9|7|5|4,8,0.442,0.345,7.56,6,2298045,3.24
H11_2296589,2296589,A2-B0-C2-r15,C2-hibrido,I,0,0,0.621522,0.9899,1.4706,10.0,0.9515,4.543,4543,10|7|5|4|4,8,0.442,0.345,7.56,6,2298045,3.72
H11_2296589,2296589,A2-B0-C2-r16,C2-hard,I,0,0,0.591638,1.1314,1.6641,13.0,0.961,3.263,3263,13|9|8|5|5,5,0.374,0.322,5.1,5,2298142,3.11
H11_2296589,2296589,A2-B0-C2-r16,C2-hibrido,I,0,0,0.565006,0.8485,1.706,11.0,0.989,4.625,4625,11|7|5|5|4,5,0.374,0.322,5.1,5,2298142,3.75
H11_2296589,2296589,A2-B0-C2-r17,C2-hard,II,0,0,0.432188,0.2828,2.575,10.0,0.9915,4.551,4551,10|6|6|5|4,5,0.491,0.189,5.38,7,2298239,3.12
H11_2296589,2296589,A2-B0-C2-r17,C2-hibrido,I,0,0,0.487229,0.2828,1.9175,9.0,0.992,5.229,5229,9|7|5|4|4,5,0.491,0.189,5.38,7,2298239,3.55
H11_2296589,2296589,A2-B0-C2-r18,C2-hard,IV,0,1,0.802876,0.7071,6.9936,15.0,0.9465,3.23,3230,15|11|7|6|4,5,0.747,0.102,6.9,5,2298336,3.17
H11_2296589,2296589,A2-B0-C2-r18,C2-hibrido,IV,0,1,0.814252,0.7071,5.1505,12.0,0.909,3.73,3730,12|10|7|5|4,5,0.747,0.102,6.9,5,2298336,3.06
H11_2296589,2296589,A2-B0-C2-r19,C2-hard,III,1,1,0.922687,1.3435,1.7254,18.0,0.901,2.997,2997,18|10|7|6|5,6,0.483,0.335,7.8,5,2298433,3.01
H11_2296589,2296589,A2-B0-C2-r19,C2-hibrido,III,1,1,1.113787,0.2828,1.9152,14.0,0.834,3.127,3127,14|10|7|5|4,6,0.483,0.335,7.8,5,2298433,2.76
H16_3670213,3670213,A2-B0-C2-r0,C2-hard,III,1,1,0.895451,0.495,3.5809,15.0,0.9175,3.169,3169,15|10|7|5|4,4,0.66,0.163,7.43,5,3670214,3.22
H16_3670213,3670213,A2-B0-C2-r0,C2-hibrido,III,1,1,1.003502,0.8485,3.1318,14.0,0.862,3.415,3415,14|10|6|5|4,4,0.66,0.163,7.43,5,3670214,3.06
H16_3670213,3670213,A2-B0-C2-r1,C2-hard,I,0,0,0.673714,0.2121,1.017,13.0,0.975,3.632,3632,13|8|6|5|4,5,0.756,0.349,4.06,6,3670311,3.81
H16_3670213,3670213,A2-B0-C2-r1,C2-hibrido,I,0,0,0.594366,0.3363,5.3207,11.0,0.979,4.002,4002,11|8|6|5|4,5,0.756,0.349,4.06,6,3670311,3.01
